Data_da_Ocorrencia;Hora_da_Ocorrencia;Municipio;UF;Regiao;Descricao_do_Tipo;ICAO
18/12/2020;22:57:00;Belo Horizonte;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBBH
18/12/2020;14:00;SANTA HELENA DE GOIÁS;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
18/12/2020;02:34;Belo Horizonte;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
21/12/2020;08:47;MARABÁ;PA;Norte;COLISÃO COM AVE;SBMA
01/12/2020;11:30;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
31/05/2020;13:54;Tijucas;SC;Sul;EXCURSÃO DE PISTA;SIZD
07/09/2020;21:26;BELO HORIZONTE;MG;Sudeste;EXCURSÃO DE PISTA;SBBH
21/07/2020;19:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SDAM
12/09/2020;14:20;MARINGÁ;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBMG
12/09/2020;23:00;TAPIRATIBA;SP;Sudeste;INDETERMINADO;Fora de Aeródromo
12/09/2020;13:10;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
11/09/2020;00:00;JUTI;MS;Centro-Oeste;INDETERMINADO;Fora de Aeródromo
11/09/2020;13:10;BAURU;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
14/11/2020;12:40;SÃO MIGUEL DO IGUAÇU;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
24/10/2020;18:49;BIRITIBA-MIRIM;SP;Sudeste;PERDA DE CONTROLE EM VOO;SDIH
24/10/2020;18:49;BIRITIBA-MIRIM;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SDIH
13/11/2020;06:39;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGL
16/11/2020;10:50;IGARASSU;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SIFC
16/11/2020;10:50;IGARASSU;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SIFC
30/10/2020;20:50;IGARATINGA;MG;Sudeste;EXCURSÃO DE PISTA;SSDK
20/12/2020;20:40;MANAUS;AM;Norte;COLISÃO COM AVE;SWFN
08/12/2020;14:50;RIO DE JANEIRO;RJ;Sudeste;OUTROS;9PAA
04/11/2020;22:39;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBKP
06/11/2020;14:20;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCF
22/12/2020;10:30;RECIFE;PE;Nordeste;OPERAÇÕES NO SOLO;SBRF
08/12/2020;04:23:00;PORTO VELHO ;RO;Norte;COLISÃO COM AVE;SBPV
08/12/2020;18:55;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/12/2020;13:30;SANTANA DO LIVRAMENTO;RS;Sul;EXCURSÃO DE PISTA;Aeródromo não cadastrado
26/12/2020; 12:05;MARITUBA ;PA;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
29/12/2020;12:00:00;GOIATUBA ;GO;Centro-Oeste;EXCURSÃO DE PISTA;Fora de Aeródromo
28/12/2020;13:00:00;NOVA MARINGA;MT;Centro-Oeste;PERDA DE CONTROLE NO SOLO;Fora de Aeródromo
28/12/2020;13:00:00;NOVA MARINGA;MT;Centro-Oeste;EXCURSÃO DE PISTA;Fora de Aeródromo
21/12/2020;13:30;MUITOS CAPÕES;RS;Sul;EXCURSÃO DE PISTA;Fora de Aeródromo
27/12/2020;12:30;PRESIDENTE CASTELO BRANCO;PR;Sul;EXCURSÃO DE PISTA;SSXO
19/12/2020;15:30;SALVADOR;BA;Nordeste;COLISÃO COM AVE;Fora de Aeródromo
31/12/2020;09:00;VICENTINA;MS;Centro-Oeste;OUTROS;Fora de Aeródromo
02/01/2021;18:30;SÃO PAULO;SP;Sudeste;COLISÃO COM AVE;Fora de Aeródromo
29/12/2020;10:30;RONCADOR;PR;Sul;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
29/12/2020;10:30;RONCADOR;PR;Sul;IMC NÃO INTENCIONAL;Fora de Aeródromo
23/12/2020;18:30;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBFZ
29/12/2020;18:30;MANOEL URBANO;AC;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SIMB
29/12/2020;18:30;MANOEL URBANO;AC;Norte;EXCURSÃO DE PISTA;SIMB
06/01/2021;11:48;CAMPO GRANDE;MS;Centro-Oeste;COLISÃO COM AVE;SSKG
04/01/2021;15:03;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCY
05/01/2021;20:30:00;GUARÁ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
06/01/2021;11:53;CAMPO GRANDE;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCG
03/01/2021;13:58;JOÃO PESSOA;PB;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
31/12/2020;00:54;RIO DE JANEIRO;RJ;Sudeste;OUTROS;SBGL
07/01/2021;12:35;CANTÁ;RR;Norte;CONTATO ANORMAL COM A PISTA;SWPD
19/07/2009;14:40;MINAS NOVAS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/05/2020;14:15;Matão;SP;Sudeste;OUTROS;SDLY
30/05/2020;20:26;Brasília;DF;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SIQE
12/06/2020;09:10:00;CORRENTINA;BA;Nordeste;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
12/06/2020;09:10:00;CORRENTINA;BA;Nordeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
11/04/2020;07:10;IBITINGA;SP;Sudeste;LOST OF LIFTING CONDITIONS EN-ROUTE;Fora de Aeródromo
09/07/2020;20:30;GUARULHOS;SP;Sudeste;OUTROS;SBGR
23/08/2019;01:00:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
21/08/2019;12:00:00;SALVADOR;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
05/09/2020;12:20;PALMAS;TO;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBPJ
17/05/2020;18:30;Macatuba;SP;Sudeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
31/05/2020;11:00;FERNANDÓPOLIS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SDFD
09/06/2020;19:50;Ourilândia do Norte;PA;Norte;EXCURSÃO DE PISTA;SJKC
20/06/2020;16:30;SÃO DESIDÉRIO;BA;Nordeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
24/06/2020;13:50:00;BIRITIBA-MIRIM;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SDIH
12/06/2020;19:30;SANTOS;SP;Sudeste;COLISÃO COM FAUNA;SBST
10/06/2020;15:00;DOURADOS;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
24/06/2020;13:50:00;BIRITIBA-MIRIM;SP;Sudeste;EXCURSÃO DE PISTA;SDIH
24/06/2020;13:50:00;BIRITIBA-MIRIM;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SDIH
01/07/2020;13:40;SÃO GONÇALO DO AMARANTE;RN;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBSG
20/06/2020;20:00;QUADRA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
24/07/2020;16:30;RIO DE JANEIRO;RJ;Sudeste;OPERAÇÕES NO SOLO;SBGL
07/06/2020;17:45;GUARULHOS;SP;Sudeste;OPERAÇÕES NO SOLO;SBGR
21/07/2020;22:50;VITÓRIA;ES;Sudeste;CONTATO ANORMAL COM A PISTA;SBVT
05/06/2020;12:30;GUARULHOS;SP;Sudeste;COLISÃO COM AVE;SBGR
22/07/2020;13:56;SÃO JOÃO DEL REI;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;Fora de Aeródromo
19/05/2020;13:23;Faxinal;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SSOG
10/05/2020;13:52;Londrina;PR;Sul;INCURSÃO EM PISTA;SBLO
15/05/2020;14:40;São Paulo;SP;Sudeste;COLISÃO COM AVE;SBGR
26/05/2020;19:45;Florianópolis;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBFL
21/06/2020;14:15;SOROCABA;SP;Sudeste;OUTROS;SDCO
10/07/2020;21:15;SAPEZAL;MT;Centro-Oeste;COLISÃO NO SOLO;SJIF
23/06/2020;16:00;CAMARAGIBE;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
12/07/2020;16:14;CURITIBA;PR;Sul;OPERAÇÕES NO SOLO;SBBI
12/07/2020;16:14;CURITIBA;PR;Sul;OPERAÇÕES NO SOLO;SBBI
09/07/2020;18:30;SÃO JOÃO DO CAIUÁ;PR;Sul;INDETERMINADO;Fora de Aeródromo
12/07/2020;16:14;CURITIBA;PR;Sul;OPERAÇÕES NO SOLO;SBBI
04/07/2020;11:29;NAVEGANTES;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBNF
12/04/2019;09:58;NOVO PROGRESSO;PA;Norte;EXCURSÃO DE PISTA;Fora de Aeródromo
25/07/2020;13:30;GUABIRUBA;SC;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
23/07/2020;17:30;ITAMARATI;AM;Norte;INDETERMINADO;Fora de Aeródromo
15/08/2020;23:40;ITIRAPINA;SP;Sudeste;CONTATO ANORMAL COM A PISTA;SDJA
24/08/2020;13:15;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBKP
25/08/2020;18:52;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBBI
03/09/2020;11:29;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBEG
08/09/2020;23:12;RECIFE;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRF
12/06/2020;23:42;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBMT
05/08/2020;01:57;PORTO VELHO;RO;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBPV
22/08/2020;17:15;CURITIBA;PR;Sul;EXCURSÃO DE PISTA;SBBI
26/07/2020;13:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGR
24/08/2020;15:30;NOBRES;MT;Centro-Oeste;INDETERMINADO;Fora de Aeródromo
05/06/2020;14:20;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBFZ
31/08/2020;18:00;PARÁ DE MINAS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SNPA
10/09/2020;12:53;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBCY
10/09/2020;12:53;CUIABÁ;MT;Centro-Oeste;EXCURSÃO DE PISTA;SBCY
19/09/2020;15:05;TERESÓPOLIS;RJ;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;Fora de Aeródromo
10/06/2020;15:00;BRAGANÇA PAULISTA;SP;Sudeste;EXCURSÃO DE PISTA;SBBP
10/06/2020;15:00;BRAGANÇA PAULISTA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;SBBP
14/06/2020;16:00;LÁBREA;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SWLB
30/07/2020;13:35;BRASÍLIA;DF;Centro-Oeste;VOO CONTROLADO CONTRA O TERRENO;Fora de Aeródromo
20/08/2020;18:20:00;SÃO DESIDÉRIO;BA;Nordeste;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
13/08/2020;13:00;ANÁPOLIS;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SWNS
21/08/2020;20:15;MACAPÁ;AP;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
20/08/2020;04:10;RECIFE;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBRF
20/08/2020;18:20:00;SÃO DESIDÉRIO;BA;Nordeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
18/08/2020;20:20;UNAÍ;MG;Sudeste;OPERAÇÃO A BAIXA ALTITUDE;Fora de Aeródromo
10/08/2020;21:00;JUNDIAÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBJD
20/09/2020;18:44;FORMOSA;GO;Centro-Oeste;PERDA DE CONTROLE EM VOO;SWFR
27/09/2020;19:33;REGENTE FEIJÓ;SP;Sudeste;COLISÃO COM AVE;SDYJ
18/06/2020;16:17;PAULÍNIA;SP;Sudeste;COMBUSTÍVEL;Fora de Aeródromo
11/09/2020;18:05;BALNEÁRIO CAMBORIÚ;SC;Sul;COM CARGAS EXTERNAS;Fora de Aeródromo
30/09/2020;11:00;CAMAPUÃ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;Fora de Aeródromo
29/09/2020;18:30;LINS;SP;Sudeste;OUTROS;Fora de Aeródromo
29/09/2020;18:30;PIRAJUÍ;SP;Sudeste;OUTROS;Fora de Aeródromo
02/10/2020;16:18;CRUZ;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBJE
30/09/2020;17:26;FORTALEZA;CE;Nordeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;SBFZ
30/09/2020;17:26;FORTALEZA;CE;Nordeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;SBFZ
20/07/2019;11:00;SANTO ANTÔNIO DA PLATINA;PA;Norte;COLISÃO NO SOLO;APUA
26/09/2020;15:56;TEFÉ;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBTF
01/10/2020;20:05;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBSP
11/10/2020;11:20;ROSANA;SP;Sudeste;INDETERMINADO;Fora de Aeródromo
19/10/2020;19:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBGL
04/10/2020;12:00;PARAGOMINAS;PA;Norte;INDETERMINADO;Fora de Aeródromo
06/01/2021;14:30;DIVINÓPOLIS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SNDV
19/10/2020;12:39;LÁBREA;AM;Norte;EXCURSÃO DE PISTA;SWLB
19/10/2020;12:39;LÁBREA;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SWLB
21/05/2020;19:45;São José;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBNF
26/05/2020;10:30;Itumbiara;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBIT
23/05/2020;11:12;Belo Horizonte;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBPR
23/05/2020;11:12;Belo Horizonte;MG;Sudeste;EXCURSÃO DE PISTA;SBPR
13/01/2021;20:00;CANARANA;MT;Centro-Oeste;CONTATO ANORMAL COM A PISTA;SWEK
13/01/2021;20:00;CANARANA;MT;Centro-Oeste;EXCURSÃO DE PISTA;SWEK
06/07/2020;17:40;RIO DE JANEIRO;RJ;Sudeste;PERDA DE CONTROLE EM VOO;Fora de Aeródromo
02/07/2020;14:20;RESERVA;PR;Sul;INDETERMINADO;Fora de Aeródromo
07/07/2020;13:40;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBGR
26/06/2020;19:30;ARAPONGAS;PR;Sul;PERDA DE CONTROLE NO SOLO;SSOG
14/07/2014;19:25:00;ANGRA DOS REIS;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/11/2014;11:05:00;MANAUS;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/12/2014;12:53:00;VERÍSSIMO;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
07/07/2020;10:06;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SBKP
30/06/2020;15:30;VITÓRIA;ES;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SBVT
22/07/2014;19:35:00;CAMPINAS;SP;Sudeste;COLISÃO COM AVE;null
18/07/2014;23:00:00;FORTALEZA;CE;Nordeste;null;null
19/07/2014;14:30:00;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/11/2014;20:50:00;SALVADOR;BA;Nordeste;OUTROS;null
27/11/2014;03:43:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
11/08/2014;11:15:00;CURITIBA;PR;Sul;PERDA DE CONTROLE NO SOLO;null
10/08/2014;21:18:00;DOURADOS;MS;Centro-Oeste;null;null
02/08/2014;18:26:00;BELO HORIZONTE;MG;Sudeste;null;null
08/08/2014;15:53:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
21/09/2014;19:30:00;VERANÓPOLIS;RS;Sul;INDETERMINADO;null
21/09/2014;19:00:00;PINHÃO;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/09/2014;11:45:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
10/09/2014;20:50:00;CAMPINAS;SP;Sudeste;OUTROS;null
06/08/2014;19:00:00;JUNDIAÍ;SP;Sudeste;EXCURSÃO DE PISTA;null
06/08/2014;19:00:00;JUNDIAÍ;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
05/08/2014;19:45:00;ILHÉUS;BA;Nordeste;COLISÃO COM AVE;null
05/08/2014;18:03:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;CONTATO ANORMAL COM A PISTA;null
04/08/2014;14:18:00;MANAUS;AM;Norte;null;null
03/08/2014;09:10:00;BALSAS;MA;Nordeste;INDETERMINADO;null
19/07/2014;18:08:00;BEBEDOURO;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
18/07/2014;20:34:00;MARABÁ;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/07/2014;13:30:00;LONDRINA;PR;Sul;null;null
12/07/2014;20:00:00;BARREIRINHAS;AM;Norte;COLISÃO NO SOLO;null
12/07/2014;20:00:00;BARREIRINHAS;MA;Nordeste;COLISÃO NO SOLO;null
06/07/2014;19:05:00;BARRA DO BUGRES;MT;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
16/07/2014;19:58:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/08/2014;01:01:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
16/07/2014;15:15:00;NOVO AIRÃO;AM;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
14/07/2014;14:45:00;LONDRINA;PR;Sul;null;null
11/07/2014;13:00:00;MARANGUAPE;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
16/07/2014;21:00:00;GUARULHOS;SP;Sudeste;null;null
25/07/2014;21:40:00;CONFINS;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/07/2014;12:38:00;CURITIBA;PR;Sul;null;null
25/07/2014;19:40:00;CAMPINAS;SP;Sudeste;null;null
24/07/2014;13:16:00;CURITIBA;PR;Sul;OUTROS;null
30/06/2014;15:36:00;BELO HORIZONTE;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
19/06/2014;19:00:00;CRUZ ALTA;RS;Sul;PERDA DE CONTROLE EM VOO;null
17/09/2014;15:45:00;SANTA CRUZ DO SUL;RS;Sul;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
17/09/2014;18:23:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
17/09/2014;15:45:00;SANTA CRUZ DO SUL;RS;Sul;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
03/07/2014;16:55:00;BAURU;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/07/2014;14:57:00;MANAUS;AM;Norte;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
05/07/2014;18:30:00;UBATUBA;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
21/06/2014;10:30:00;NAVEGANTES;SC;Sul;null;null
23/06/2014;12:40:00;SÃO JOSÉ DOS PINHARES;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
20/06/2014;11:30:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/06/2014;16:10:00;CIANORTE;PR;Sul;null;null
07/07/2014;17:38:00;BELO HORIZONTE;MG;Sudeste;null;null
03/07/2014;19:58:00;BELÉM;PA;Norte;OUTROS;null
05/07/2014;13:10:00;BOA VISTA DOS RAMOS;AM;Norte;COLISÃO NO SOLO;null
03/07/2014;17:19:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/07/2014;15:10:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/07/2014;13:30:00;CAMPINAS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/07/2014;17:19:00;FLORIANÓPOLIS;SC;Sul;EXCURSÃO DE PISTA;null
02/07/2014;18:17:00;SÃO PAULO;SP;Sudeste;COLISÃO COM AVE;null
29/05/2014;21:22:00;BOA VISTA;RR;Norte;null;null
19/06/2014;19:00:00;CRUZ ALTA;RS;Sul;PERDA DE CONTROLE EM VOO;null
01/09/2014;09:25:00;RIBEIRÃO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2014;21:00:00;ITAÍ;SP;Sudeste;COMBUSTÍVEL;null
25/06/2014;07:39:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/06/2014;13:45:00;PONTA GROSSA;PR;Sul;OUTROS;null
17/09/2014;15:12:00;BELO HORIZONTE;MG;Sudeste;null;null
18/09/2014;23:07:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
20/09/2014;16:20:00;SALVADOR;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
11/01/2015;21:15:00;PORTO ALEGRE;RS;Sul;null;null
08/07/2014;19:32:00;SALVADOR;BA;Nordeste;OUTROS;null
04/07/2014;18:52:00;ARACAJU;SE;Nordeste;PERDA DE CONTROLE EM VOO;null
27/06/2014;15:30:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
20/06/2014;22:40:00;ITÁPOLIS;SP;Sudeste;OUTROS;null
11/07/2014;21:50:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/07/2014;00:15:00;PORTO ALEGRE;RS;Sul;OUTROS;null
20/07/2014;15:52:00;FLORIANÓPOLIS;SC;Sul;null;null
20/07/2014;11:20:00;LONDRINA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
22/09/2014;10:50:00;BELO HORIZONTE;MG;Sudeste;null;null
21/09/2014;13:43:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/09/2014;21:40:00;CAMPINAS;SP;Sudeste;null;null
22/09/2014;17:00:00;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
22/09/2014;16:19:00;PORTO SEGURO;BA;Nordeste;EXCURSÃO DE PISTA;null
31/07/2014;23:21:00;ARACAJU;SE;Nordeste;null;null
01/08/2014;19:55:00;RIO DE JANEIRO;RJ;Sudeste;null;null
28/07/2014;17:30:00;FOZ DO IGUAÇU;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/08/2014;15:48:00;MANAUS;AM;Norte;OUTROS;null
20/07/2014;11:50:00;SÃO PAULO;SP;Sudeste;null;null
16/06/2014;16:37:00;LONDRINA;PR;Sul;null;null
18/09/2014;14:15:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/07/2014;16:33:00;SÃO LUÍS;MA;Nordeste;PERDA DE CONTROLE NO SOLO;null
10/07/2014;15:00:00;MONTENEGRO;RS;Sul;EXCURSÃO DE PISTA;null
10/07/2014;15:00:00;MONTENEGRO;RS;Sul;PERDA DE CONTROLE NO SOLO;null
01/01/2015;11:40:00;SALVADOR;BA;Nordeste;COLISÃO NO SOLO;null
01/01/2015;11:40:00;SALVADOR;BA;Nordeste;COLISÃO NO SOLO;null
10/07/2014;15:15:00;ALTO ALEGRE;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/07/2014;08:51:00;VITÓRIA DA CONQUISTA;BA;Nordeste;OUTROS;null
08/07/2014;15:29:00;GUARULHOS;SP;Sudeste;OUTROS;null
07/07/2014;12:46:00;ANÁPOLIS;GO;Centro-Oeste;COMBUSTÍVEL;null
05/07/2014;14:00:00;GUARARAPES;SP;Sudeste;OUTROS;null
01/08/2014;11:30:00;GOIÂNIA;GO;Centro-Oeste;null;null
05/07/2014;14:40:00;PETROLINA DE GOIÁS;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
